 Time;Temp;RPM;COUNTER;BearingDE;BearingNDE;Unbal;Misal;Losenes 
2019-03-15-15:30:02; 26.2;0.0;0.0;0.6179479;0.6179479;0.03540211;0.0;0.0
2019-03-15-15:30:23; 26.2;0.0;0.0;0.9148231;0.9148231;0.07348345;0.0;0.0
2019-03-15-15:30:43; 26.2;0.0;0.0;1.069561;1.069561;0.03619234;0.0;0.0
2019-03-15-15:31:03; 26.2;0.0;0.0;0.973884;0.973884;0.0365589;0.0;0.0
2019-03-15-15:31:23; 26.2;0.0;0.0;0.8557302;0.8557302;0.03871144;0.0;0.0
2019-03-15-15:31:43; 26.2;0.0;0.0;0.971759;0.971759;0.05892229;0.0;0.0
2019-03-15-15:32:04; 26.2;0.0;0.0;0.7856964;0.7856964;0.05023851;0.0;0.0
2019-03-15-15:32:24; 26.2;0.0;0.0;0.7441021;0.7441021;0.04354103;0.0;0.0
2019-03-15-15:32:44; 26.2;0.0;0.0;0.9895717;0.9895717;0.03318464;0.0;0.0
2019-03-15-15:33:04; 26.2;65412.0;0.0;17.88461;17.88461;0.9747527;0.0;0.0
2019-03-15-15:33:24; 26.2;65302.0;0.0;20.30228;20.30228;0.9767807;0.0;0.0
2019-03-15-15:33:45; 26.2;65296.0;0.0;18.15589;18.15589;0.9030662;0.0;0.0
2019-03-15-15:34:05; 26.2;65300.0;0.0;21.04022;21.04022;0.9264209;0.0;0.0
2019-03-15-15:34:25; 26.3;65300.0;0.0;21.67224;21.67224;0.9601483;0.0;0.0
2019-03-15-15:34:45; 26.3;65297.0;0.0;19.26018;19.26018;0.9421285;0.0;0.0
2019-03-15-15:35:06; 26.4;65304.0;0.0;18.13077;18.13077;0.931744;0.0;0.0
2019-03-15-15:37:59; 26.6;0.0;0.0;1.04322;1.04322;0.03851439;0.0;0.0
2019-03-15-15:38:19; 26.6;65304.0;0.0;15.686782;15.686782;0.8810147;0.0;0.0
2019-03-15-15:38:39; 26.6;65292.0;0.0;17.2997;17.2997;0.8984326;0.0;0.0
2019-03-15-15:38:59; 26.7;65302.0;0.0;20.63686;20.63686;0.9599774;0.0;0.0
2019-03-15-15:39:20; 26.7;65301.0;0.0;18.21028;18.21028;0.944597;0.0;0.0
2019-03-15-15:39:40; 26.7;65300.0;0.0;22.52869;22.52869;0.9331995;0.0;0.0
2019-03-15-15:40:00; 26.7;65296.0;0.0;18.56297;18.56297;1.008045;0.0;0.0
2019-03-15-15:40:20; 26.8;65529.0;0.0;17.0466;17.0466;0.1711748;0.0;0.0
2019-03-15-15:40:40; 26.8;0.0;0.0;1.026935;1.026935;0.0438764;0.0;0.0
2019-03-15-15:41:01; 26.8;0.0;0.0;0.8113063;0.8113063;0.08186429;0.0;0.0
2019-03-15-15:41:21; 26.8;0.0;0.0;1.014801;1.014801;0.04479942;0.0;0.0
2019-03-15-15:41:41; 26.9;0.0;0.0;0.8606291;0.8606291;0.05282682;0.0;0.0
2019-03-15-15:42:01; 26.9;0.0;0.0;0.8177643;0.8177643;0.07594093;0.0;0.0
2019-03-15-15:42:22; 26.9;0.0;0.0;0.8704787;0.8704787;0.06637653;0.0;0.0
2019-03-15-15:44:35; 26.9;0.0;0.0;0.9331772;0.9331772;0.04115614;0.0;0.0
2019-03-15-15:44:55; 26.9;0.0;0.0;1.128497;1.128497;0.0648295;0.0;0.0
2019-03-15-15:45:16; 26.9;0.0;0.0;0.7424116;0.7424116;0.023483;0.0;0.0
2019-03-15-15:45:36; 26.9;0.0;0.0;0.7619537;0.7619537;0.05397877;0.0;0.0
2019-03-15-15:45:56; 26.9;0.0;0.0;0.7668256;0.7668256;0.0587382;0.0;0.0
2019-03-15-15:46:16; 26.8;0.0;0.0;0.7624761;0.7624761;0.03663371;0.0;0.0
2019-03-15-15:46:36; 26.8;0.0;0.0;0.9834113;0.9834113;0.046616;0.0;0.0
2019-03-15-15:46:57; 26.8;0.0;0.0;0.7385488;0.7385488;0.05228052;0.0;0.0
2019-03-15-15:47:17; 26.8;0.0;0.0;0.9604708;0.9604708;0.02897043;0.0;0.0
2019-03-15-15:47:37; 26.8;0.0;0.0;0.8452581;0.8452581;0.09921551;0.0;0.0
2019-03-15-15:47:57; 26.8;0.0;0.0;1.088304;1.088304;0.03832692;0.0;0.0
2019-03-15-15:48:17; 26.8;0.0;0.0;0.9746743;0.9746743;0.03301128;0.0;0.0
2019-03-15-15:48:38; 26.8;0.0;0.0;0.7081716;0.7081716;0.03585091;0.0;0.0
2019-03-15-15:48:58; 26.8;0.0;0.0;0.9153982;0.9153982;0.03910068;0.0;0.0
2019-03-15-15:49:18; 26.8;0.0;0.0;0.8843367;0.8843367;0.06365226;0.0;0.0
2019-03-15-15:49:38; 26.8;0.0;0.0;0.9750565;0.9750565;0.04571565;0.0;0.0
2019-03-15-15:49:59; 26.8;0.0;0.0;0.759434;0.759434;0.06470824;0.0;0.0
2019-03-15-15:50:19; 26.8;0.0;0.0;0.7662781;0.7662781;0.05821325;0.0;0.0
2019-03-15-15:50:39; 26.8;0.0;0.0;0.9297926;0.9297926;0.03399408;0.0;0.0
2019-03-15-15:50:59; 26.8;0.0;0.0;1.079262;1.079262;0.04646813;0.0;0.0
2019-03-15-15:51:19; 26.8;0.0;0.0;1.044853;1.044853;0.05286679;0.0;0.0
2019-03-15-15:51:40; 26.8;0.0;0.0;1.126943;1.126943;0.03681951;0.0;0.0
2019-03-15-15:52:00; 26.7;0.0;0.0;0.944547;0.944547;0.05028732;0.0;0.0
2019-03-15-15:52:20; 26.7;0.0;0.0;0.8378141;0.8378141;0.04611776;0.0;0.0
2019-03-15-15:52:40; 26.7;0.0;0.0;0.9408931;0.9408931;0.04013716;0.0;0.0
2019-03-15-15:53:01; 26.7;0.0;0.0;0.9608232;0.9608232;0.05299677;0.0;0.0
2019-03-15-15:53:21; 26.7;0.0;0.0;1.100532;1.100532;0.02593623;0.0;0.0
2019-03-15-15:53:41; 26.7;0.0;0.0;0.6586928;0.6586928;0.07823085;0.0;0.0
2019-03-15-15:54:01; 26.7;0.0;0.0;0.941963;0.941963;0.04189293;0.0;0.0
2019-03-15-15:54:22; 26.7;0.0;0.0;0.879642;0.879642;0.05584264;0.0;0.0
2019-03-15-15:54:42; 26.7;0.0;0.0;0.8924257;0.8924257;0.02692198;0.0;0.0
2019-03-15-15:55:02; 26.7;0.0;0.0;0.7555985;0.7555985;0.03548293;0.0;0.0
2019-03-15-15:55:22; 26.7;0.0;0.0;0.8607916;0.8607916;0.05589983;0.0;0.0
2019-03-15-15:55:42; 26.7;0.0;0.0;0.6991318;0.6991318;0.04804108;0.0;0.0
2019-03-15-15:56:03; 26.7;0.0;0.0;0.9088018;0.9088018;0.02777467;0.0;0.0
2019-03-15-15:56:23; 26.7;0.0;0.0;0.7282709;0.7282709;0.05249172;0.0;0.0
2019-03-15-15:56:43; 26.7;0.0;0.0;0.9149735;0.9149735;0.06496391;0.0;0.0
2019-03-15-15:57:03; 26.7;0.0;0.0;0.8674257;0.8674257;0.03772373;0.0;0.0
2019-03-15-15:57:23; 26.7;0.0;0.0;0.7339031;0.7339031;0.03881213;0.0;0.0
2019-03-15-15:57:44; 26.6;0.0;0.0;0.8886614;0.8886614;0.06452716;0.0;0.0
2019-03-15-15:58:04; 26.6;0.0;0.0;0.8530737;0.8530737;0.07599376;0.0;0.0
2019-03-15-15:58:24; 26.6;0.0;0.0;0.8658751;0.8658751;0.05261227;0.0;0.0
2019-03-15-15:58:44; 26.6;0.0;0.0;0.8559647;0.8559647;0.049021;0.0;0.0
2019-03-15-15:59:05; 26.6;0.0;0.0;0.8962544;0.8962544;0.03355858;0.0;0.0
2019-03-15-15:59:25; 26.6;0.0;0.0;0.8368414;0.8368414;0.07725948;0.0;0.0
2019-03-15-15:59:45; 26.6;0.0;0.0;0.926338;0.926338;0.04860731;0.0;0.0
2019-03-15-16:00:05; 26.6;0.0;0.0;0.8037645;0.8037645;0.06203601;0.0;0.0
2019-03-15-16:00:25; 26.6;0.0;0.0;0.993209;0.993209;0.03650923;0.0;0.0
2019-03-15-16:00:46; 26.6;0.0;0.0;0.8870702;0.8870702;0.03990405;0.0;0.0
2019-03-15-16:01:06; 26.6;0.0;0.0;0.9379809;0.9379809;0.06376348;0.0;0.0
2019-03-15-16:01:26; 26.6;0.0;0.0;0.9625902;0.9625902;0.06513123;0.0;0.0
2019-03-15-16:01:46; 26.6;0.0;0.0;0.7950878;0.7950878;0.04553594;0.0;0.0
2019-03-15-16:02:07; 26.6;0.0;0.0;1.079495;1.079495;0.06984228;0.0;0.0
2019-03-15-16:02:27; 26.6;0.0;0.0;0.9724632;0.9724632;0.02434038;0.0;0.0
2019-03-15-16:02:47; 26.6;0.0;0.0;0.9150275;0.9150275;0.03978298;0.0;0.0
2019-03-15-16:03:07; 26.6;0.0;0.0;0.7639996;0.7639996;0.03894303;0.0;0.0
2019-03-15-16:03:28; 26.6;0.0;0.0;0.8280763;0.8280763;0.02657494;0.0;0.0
2019-03-15-16:03:48; 26.6;0.0;0.0;0.8290528;0.8290528;0.06659094;0.0;0.0
2019-03-15-16:04:08; 26.6;0.0;0.0;0.8284074;0.8284074;0.06846819;0.0;0.0
2019-03-15-16:04:28; 26.6;0.0;0.0;0.7058565;0.7058565;0.03440481;0.0;0.0
2019-03-15-16:04:48; 26.6;0.0;0.0;0.9725355;0.9725355;0.06022853;0.0;0.0
2019-03-15-16:05:09; 26.6;0.0;0.0;1.020866;1.020866;0.06143004;0.0;0.0
2019-03-15-16:05:29; 26.5;0.0;0.0;0.7223798;0.7223798;0.05649802;0.0;0.0
2019-03-15-16:05:49; 26.5;0.0;0.0;0.9027462;0.9027462;0.02903631;0.0;0.0
2019-03-15-16:06:09; 26.5;0.0;0.0;0.7834648;0.7834648;0.03932423;0.0;0.0
2019-03-15-16:06:30; 26.5;0.0;0.0;0.9796903;0.9796903;0.05698371;0.0;0.0
2019-03-15-16:06:50; 26.5;0.0;0.0;0.6755669;0.6755669;0.0570706;0.0;0.0
2019-03-15-16:07:10; 26.5;0.0;0.0;0.9430727;0.9430727;0.01830675;0.0;0.0
2019-03-15-16:07:30; 26.5;0.0;0.0;0.7833431;0.7833431;0.0345589;0.0;0.0
2019-03-15-16:07:50; 26.5;0.0;0.0;0.9014089;0.9014089;0.04548875;0.0;0.0
2019-03-15-16:08:11; 26.5;0.0;0.0;0.8255279;0.8255279;0.02220196;0.0;0.0
2019-03-15-16:08:31; 26.5;0.0;0.0;0.8311864;0.8311864;0.03866571;0.0;0.0
2019-03-15-16:08:51; 26.5;0.0;0.0;0.7842637;0.7842637;0.06018191;0.0;0.0
2019-03-15-16:09:11; 26.5;0.0;0.0;1.07579;1.07579;0.01999783;0.0;0.0
2019-03-15-16:09:31; 26.5;0.0;0.0;1.006583;1.006583;0.07177151;0.0;0.0
2019-03-15-16:09:52; 26.5;0.0;0.0;0.8563763;0.8563763;0.02905911;0.0;0.0
2019-03-15-16:10:12; 26.5;0.0;0.0;0.7572962;0.7572962;0.0218363;0.0;0.0
2019-03-15-16:10:32; 26.5;0.0;0.0;0.9494894;0.9494894;0.05005691;0.0;0.0
2019-03-15-16:10:52; 26.5;0.0;0.0;0.7202075;0.7202075;0.05832872;0.0;0.0
2019-03-15-16:11:13; 26.5;0.0;0.0;1.066719;1.066719;0.04518506;0.0;0.0
2019-03-15-16:11:33; 26.5;0.0;0.0;0.9472969;0.9472969;0.03989064;0.0;0.0
2019-03-15-16:11:53; 26.5;0.0;0.0;1.024771;1.024771;0.0384715;0.0;0.0
2019-03-15-16:12:13; 26.5;0.0;0.0;0.8803633;0.8803633;0.02996313;0.0;0.0
2019-03-15-16:12:33; 26.5;0.0;0.0;0.8621234;0.8621234;0.0675558;0.0;0.0
2019-03-15-16:12:54; 26.5;0.0;0.0;1.01066;1.01066;0.05022925;0.0;0.0
2019-03-15-16:13:14; 26.4;0.0;0.0;1.060322;1.060322;0.06548968;0.0;0.0
2019-03-15-16:13:34; 26.4;0.0;0.0;0.7862972;0.7862972;0.03127667;0.0;0.0
2019-03-15-16:13:54; 26.4;0.0;0.0;0.9217426;0.9217426;0.04558287;0.0;0.0
2019-03-15-16:14:14; 26.4;0.0;0.0;0.962959;0.962959;0.06007074;0.0;0.0
2019-03-15-16:14:35; 26.4;0.0;0.0;0.9461483;0.9461483;0.03918263;0.0;0.0
2019-03-15-16:14:55; 26.4;0.0;0.0;0.876642;0.876642;0.04118111;0.0;0.0
2019-03-15-16:15:15; 26.4;0.0;0.0;0.7550476;0.7550476;0.05296148;0.0;0.0
2019-03-15-16:15:35; 26.4;0.0;0.0;0.9171599;0.9171599;0.03620505;0.0;0.0
2019-03-15-16:15:56; 26.4;0.0;0.0;1.065702;1.065702;0.06115554;0.0;0.0
2019-03-15-16:16:16; 26.4;0.0;0.0;0.9446028;0.9446028;0.0511279;0.0;0.0
2019-03-15-16:16:36; 26.4;0.0;0.0;0.8300184;0.8300184;0.03745632;0.0;0.0
2019-03-15-16:16:56; 26.4;0.0;0.0;0.9928491;0.9928491;0.0350719;0.0;0.0
2019-03-15-16:17:16; 26.4;0.0;0.0;0.9266785;0.9266785;0.05562459;0.0;0.0
2019-03-15-16:17:37; 26.4;0.0;0.0;0.9362839;0.9362839;0.02442289;0.0;0.0
2019-03-15-16:17:57; 26.4;0.0;0.0;1.123506;1.123506;0.04856615;0.0;0.0
2019-03-15-16:18:17; 26.4;0.0;0.0;0.7728043;0.7728043;0.05986086;0.0;0.0
2019-03-15-16:18:37; 26.4;0.0;0.0;0.8322575;0.8322575;0.0320202;0.0;0.0
2019-03-15-16:18:58; 26.4;0.0;0.0;0.8549297;0.8549297;0.03414089;0.0;0.0
2019-03-15-16:19:18; 26.4;0.0;0.0;0.7482997;0.7482997;0.05033611;0.0;0.0
2019-03-15-16:19:38; 26.4;0.0;0.0;0.666588;0.666588;0.05893853;0.0;0.0
2019-03-15-16:19:58; 26.4;0.0;0.0;0.8356041;0.8356041;0.05136786;0.0;0.0
2019-03-15-16:20:18; 26.3;0.0;0.0;0.8727208;0.8727208;0.06528434;0.0;0.0
2019-03-15-16:20:39; 26.3;0.0;0.0;0.9632286;0.9632286;0.02606516;0.0;0.0
2019-03-15-16:20:59; 26.3;0.0;0.0;0.8358769;0.8358769;0.04352729;0.0;0.0
2019-03-15-16:21:19; 26.3;0.0;0.0;0.7422791;0.7422791;0.03795409;0.0;0.0
2019-03-15-16:21:39; 26.3;0.0;0.0;0.8781907;0.8781907;0.02233259;0.0;0.0
2019-03-15-16:22:00; 26.3;0.0;0.0;0.8208609;0.8208609;0.05591863;0.0;0.0
2019-03-15-16:22:20; 26.3;0.0;0.0;1.016822;1.016822;0.04412538;0.0;0.0
2019-03-15-16:22:40; 26.3;0.0;0.0;0.8649645;0.8649645;0.05315056;0.0;0.0
2019-03-15-16:23:00; 26.3;0.0;0.0;0.9016476;0.9016476;0.02656762;0.0;0.0
2019-03-15-16:23:21; 26.3;0.0;0.0;1.002106;1.002106;0.0402455;0.0;0.0
2019-03-15-16:23:41; 26.3;0.0;0.0;0.8324989;0.8324989;0.04847216;0.0;0.0
2019-03-15-16:24:01; 26.3;0.0;0.0;0.7431402;0.7431402;0.04870411;0.0;0.0
2019-03-15-16:24:21; 26.3;0.0;0.0;1.256958;1.256958;0.03334245;0.0;0.0
2019-03-15-16:24:41; 26.3;0.0;0.0;0.8616894;0.8616894;0.04933614;0.0;0.0
2019-03-15-16:25:02; 26.3;0.0;0.0;0.8331178;0.8331178;0.04267059;0.0;0.0
2019-03-15-16:25:22; 26.3;0.0;0.0;0.9848045;0.9848045;0.02065095;0.0;0.0
2019-03-15-16:25:42; 26.3;0.0;0.0;0.8484393;0.8484393;0.05793911;0.0;0.0
2019-03-15-16:26:02; 26.3;0.0;0.0;0.8541711;0.8541711;0.04411568;0.0;0.0
2019-03-15-16:26:23; 26.3;0.0;0.0;2.114854;2.114854;0.8831239;0.0;0.0
2019-03-15-16:26:43; 26.3;65110.0;0.0;20.64902;20.64902;0.9098754;0.0;0.0
2019-03-15-16:27:03; 26.3;65120.0;0.0;23.76648;23.76648;0.9190518;0.0;0.0
2019-03-15-16:27:23; 26.3;65120.0;0.0;18.42077;18.42077;0.9268328;0.0;0.0
2019-03-15-16:27:43; 26.4;65117.0;0.0;18.13974;18.13974;0.954268;0.0;0.0
2019-03-15-16:28:04; 26.4;65119.0;0.0;17.54474;17.54474;0.9706932;0.0;0.0
2019-03-15-16:28:24; 26.4;65121.0;0.0;18.15212;18.15212;1.014969;0.0;0.0
2019-03-15-16:28:44; 26.5;65123.0;0.0;16.18137;16.18137;1.010736;0.0;0.0
2019-03-15-16:29:04; 26.5;65119.0;0.0;24.25339;24.25339;1.013556;0.0;0.0
2019-03-15-16:29:24; 26.5;0.0;0.0;20.97516;20.97516;0.1242482;0.0;0.0
2019-03-15-16:29:45; 26.6;0.0;0.0;0.9177981;0.9177981;0.08444928;0.0;0.0
2019-03-15-16:30:05; 26.6;0.0;0.0;0.8125181;0.8125181;0.07559323;0.0;0.0
2019-03-15-16:30:25; 26.6;0.0;0.0;0.9436512;0.9436512;0.07126591;0.0;0.0
2019-03-15-16:45:40; 26.6;0.0;0.0;0.7647705;0.7647705;0.05789492;0.0;0.0
2019-03-15-16:46:00; 26.6;0.0;0.0;0.6635679;0.6635679;0.02551327;0.0;0.0
2019-03-15-16:46:20; 26.6;65113.0;0.0;18.21466;18.21466;0.9962253;0.0;0.0
2019-03-15-16:46:41; 26.5;65116.0;0.0;16.80618;16.80618;0.98194;0.0;0.0
2019-03-15-16:47:01; 26.6;65119.0;0.0;25.95236;25.95236;0.8971496;0.0;0.0
2019-03-15-16:47:21; 26.6;65124.0;0.0;19.0781;19.0781;0.9183268;0.0;0.0
2019-03-15-16:47:41; 26.6;65124.0;0.0;19.24666;19.24666;0.9515229;0.0;0.0
2019-03-15-16:48:02; 26.6;65123.0;0.0;16.85092;16.85092;0.9840143;0.0;0.0
2019-03-15-16:48:22; 26.7;65121.0;0.0;22.67665;22.67665;0.965118;0.0;0.0
2019-03-15-16:48:42; 26.7;65120.0;0.0;20.87452;20.87452;0.8855873;0.0;0.0
2019-03-15-16:49:02; 26.7;65127.0;0.0;24.71974;24.71974;0.9666069;0.0;0.0
2019-03-15-16:49:22; 26.8;65115.0;0.0;26.02754;26.02754;1.03274;0.0;0.0
2019-03-15-16:49:43; 26.8;65117.0;0.0;19.92883;19.92883;0.9286345;0.0;0.0
2019-03-15-16:50:03; 26.9;65120.0;0.0;21.69528;21.69528;0.9917647;0.0;0.0
2019-03-15-16:50:23; 26.9;0.0;0.0;24.4969;24.4969;0.2949787;0.0;0.0
2019-03-15-16:50:43; 26.9;0.0;0.0;0.798775;0.798775;0.05204538;0.0;0.0
2019-03-15-16:51:04; 27.0;0.0;0.0;0.8960206;0.8960206;0.06145155;0.0;0.0
2019-03-15-16:51:24; 27.0;0.0;0.0;1.052997;1.052997;0.02260961;0.0;0.0
2019-03-15-16:51:44; 27.0;0.0;0.0;0.8084573;0.8084573;0.04420814;0.0;0.0
2019-03-15-16:52:04; 27.0;0.0;0.0;0.8899859;0.8899859;0.02471819;0.0;0.0
2019-03-15-16:52:25; 27.0;0.0;0.0;0.7838442;0.7838442;0.03582276;0.0;0.0
2019-03-15-16:52:45; 27.0;0.0;0.0;1.067554;1.067554;0.07235037;0.0;0.0
2019-03-15-16:53:05; 27.0;0.0;0.0;0.8747061;0.8747061;0.05449635;0.0;0.0
2019-03-15-16:53:25; 27.1;0.0;0.0;1.235093;1.235093;0.05499271;0.0;0.0
2019-03-15-16:53:46; 27.1;0.0;0.0;1.070198;1.070198;0.0234967;0.0;0.0
2019-03-15-16:54:06; 27.1;0.0;0.0;0.9100158;0.9100158;0.05778278;0.0;0.0
2019-03-15-16:54:26; 27.0;0.0;0.0;0.8410398;0.8410398;0.05607737;0.0;0.0
2019-03-15-16:54:46; 27.1;0.0;0.0;0.8704424;0.8704424;0.05554514;0.0;0.0
2019-03-15-16:55:07; 27.0;0.0;0.0;0.7041431;0.7041431;0.05595595;0.0;0.0
2019-03-15-16:55:27; 27.0;0.0;0.0;0.860071;0.860071;0.06263488;0.0;0.0
2019-03-15-16:55:47; 27.0;0.0;0.0;0.7731028;0.7731028;0.06600091;0.0;0.0
2019-03-15-16:56:07; 27.0;65122.0;0.0;21.53036;21.53036;0.92275;0.0;0.0
2019-03-15-16:56:27; 27.0;65119.0;0.0;24.76473;24.76473;0.9840815;0.0;0.0
2019-03-15-16:56:48; 27.0;65115.0;0.0;20.92615;20.92615;0.9418892;0.0;0.0
2019-03-15-16:57:08; 27.1;65120.0;0.0;20.91619;20.91619;0.9990079;0.0;0.0
2019-03-15-16:57:28; 27.1;65120.0;0.0;17.81337;17.81337;0.997901;0.0;0.0
2019-03-15-16:57:48; 27.1;65106.0;0.0;18.10188;18.10188;0.9969411;0.0;0.0
2019-03-15-16:58:09; 27.1;0.0;0.0;0.9144723;0.9144723;0.05279627;0.0;0.0
2019-03-15-16:58:29; 27.1;0.0;0.0;0.8860984;0.8860984;0.04246622;0.0;0.0
2019-03-15-16:58:49; 27.2;0.0;0.0;1.178505;1.178505;0.04129487;0.0;0.0
2019-03-15-16:59:09; 27.2;0.0;0.0;0.6531054;0.6531054;0.06361526;0.0;0.0
2019-03-15-16:59:29; 27.2;0.0;0.0;0.7480446;0.7480446;0.03770618;0.0;0.0
2019-03-15-16:59:50; 27.2;0.0;0.0;0.9721074;0.9721074;0.04224585;0.0;0.0
2019-03-15-17:00:10; 27.2;0.0;0.0;0.8641358;0.8641358;0.03273305;0.0;0.0
2019-03-15-17:00:30; 27.2;0.0;0.0;1.010216;1.010216;0.0278878;0.0;0.0
2019-03-15-17:00:50; 27.3;0.0;0.0;1.009491;1.009491;0.08826894;0.0;0.0
2019-03-15-17:01:10; 27.3;0.0;0.0;0.8071712;0.8071712;0.05672721;0.0;0.0
2019-03-15-17:01:31; 27.3;0.0;0.0;0.971842;0.971842;0.0454643;0.0;0.0
2019-03-15-17:01:51; 27.3;0.0;0.0;0.9159123;0.9159123;0.085752;0.0;0.0
2019-03-15-17:02:11; 27.3;0.0;0.0;0.9421846;0.9421846;0.05538265;0.0;0.0
2019-03-15-17:02:31; 27.3;0.0;0.0;0.715362;0.715362;0.03503578;0.0;0.0
2019-03-15-17:02:51; 27.3;0.0;0.0;1.024678;1.024678;0.03335319;0.0;0.0
2019-03-15-17:03:12; 27.2;0.0;0.0;1.047766;1.047766;0.06573905;0.0;0.0
2019-03-15-17:03:32; 27.2;0.0;0.0;0.8421381;0.8421381;0.04445498;0.0;0.0
2019-03-15-17:03:52; 27.2;0.0;0.0;0.834837;0.834837;0.0253707;0.0;0.0
2019-03-15-17:04:12; 27.2;0.0;0.0;0.6603542;0.6603542;0.04385305;0.0;0.0
2019-03-15-17:04:32; 27.2;0.0;0.0;0.8919016;0.8919016;0.04325932;0.0;0.0
2019-03-15-17:04:53; 27.2;0.0;0.0;0.9337506;0.9337506;0.07334193;0.0;0.0
2019-03-15-17:05:13; 27.2;0.0;0.0;1.103914;1.103914;0.02726626;0.0;0.0
2019-03-15-17:05:33; 27.2;0.0;0.0;0.8916262;0.8916262;0.03060734;0.0;0.0
2019-03-15-17:05:53; 27.2;0.0;0.0;0.9487287;0.9487287;0.05221142;0.0;0.0
2019-03-15-17:06:14; 27.2;0.0;0.0;0.8695633;0.8695633;0.07015419;0.0;0.0
2019-03-15-17:06:34; 27.2;0.0;0.0;0.7357208;0.7357208;0.0532229;0.0;0.0
2019-03-15-17:06:54; 27.2;0.0;0.0;0.8937053;0.8937053;0.03917964;0.0;0.0
2019-03-15-17:07:14; 27.2;0.0;0.0;0.6557948;0.6557948;0.04375151;0.0;0.0
2019-03-15-17:07:34; 27.2;0.0;0.0;0.9499298;0.9499298;0.05524628;0.0;0.0
2019-03-15-17:07:55; 27.2;0.0;0.0;0.9185698;0.9185698;0.05177797;0.0;0.0
2019-03-15-17:08:15; 27.2;0.0;0.0;0.8240556;0.8240556;0.03422446;0.0;0.0
2019-03-15-17:08:35; 27.2;0.0;0.0;0.9292529;0.9292529;0.03510031;0.0;0.0
2019-03-15-17:08:55; 27.2;0.0;0.0;0.8244437;0.8244437;0.09382768;0.0;0.0
2019-03-15-17:09:16; 27.1;0.0;0.0;1.031583;1.031583;0.05543668;0.0;0.0
2019-03-15-17:09:36; 27.1;0.0;0.0;0.9824612;0.9824612;0.05413693;0.0;0.0
2019-03-15-17:09:56; 27.1;0.0;0.0;0.8447929;0.8447929;0.04593649;0.0;0.0
2019-03-15-17:10:16; 27.1;0.0;0.0;0.7786609;0.7786609;0.07999583;0.0;0.0
2019-03-15-17:10:36; 27.1;0.0;0.0;0.8224918;0.8224918;0.07392354;0.0;0.0
2019-03-15-17:10:57; 27.1;0.0;0.0;0.804212;0.804212;0.04572514;0.0;0.0
2019-03-15-17:11:17; 27.1;0.0;0.0;0.8754541;0.8754541;0.04462279;0.0;0.0
2019-03-15-17:11:37; 27.1;0.0;0.0;1.248922;1.248922;0.04089246;0.0;0.0
2019-03-15-17:11:57; 27.1;0.0;0.0;0.7860527;0.7860527;0.04330375;0.0;0.0
2019-03-15-17:12:18; 27.1;0.0;0.0;0.7691827;0.7691827;0.02819479;0.0;0.0
2019-03-15-17:12:38; 27.1;0.0;0.0;0.8230291;0.8230291;0.03236246;0.0;0.0
2019-03-15-17:12:58; 27.1;0.0;0.0;0.9118099;0.9118099;0.08360365;0.0;0.0
2019-03-15-17:13:18; 27.1;0.0;0.0;1.13199;1.13199;0.07221286;0.0;0.0
2019-03-15-17:13:38; 27.1;0.0;0.0;1.007807;1.007807;0.04405713;0.0;0.0
2019-03-15-17:13:59; 27.1;0.0;0.0;1.050801;1.050801;0.05341862;0.0;0.0
2019-03-15-17:14:19; 27.1;0.0;0.0;0.9746675;0.9746675;0.04130774;0.0;0.0
2019-03-15-17:14:39; 27.1;0.0;0.0;0.9383595;0.9383595;0.04650508;0.0;0.0
2019-03-15-17:14:59; 27.1;0.0;0.0;0.9695641;0.9695641;0.0409945;0.0;0.0
2019-03-15-17:15:20; 27.1;0.0;0.0;1.05738;1.05738;0.04354813;0.0;0.0
2019-03-15-17:15:40; 27.1;0.0;0.0;0.8236751;0.8236751;0.04162897;0.0;0.0
2019-03-15-17:16:00; 27.1;0.0;0.0;0.8472317;0.8472317;0.05405679;0.0;0.0
2019-03-15-17:16:20; 27.1;0.0;0.0;0.9889402;0.9889402;0.05362043;0.0;0.0
2019-03-15-17:16:41; 27.1;0.0;0.0;0.85315;0.85315;0.0372874;0.0;0.0
2019-03-15-17:17:01; 27.1;0.0;0.0;0.9227093;0.9227093;0.05852321;0.0;0.0
2019-03-15-17:17:21; 27.1;0.0;0.0;0.9262365;0.9262365;0.03626778;0.0;0.0
2019-03-15-17:17:41; 27.1;0.0;0.0;0.8389859;0.8389859;0.06642926;0.0;0.0
2019-03-15-17:18:01; 27.1;0.0;0.0;0.8372854;0.8372854;0.03857188;0.0;0.0
2019-03-15-17:18:22; 27.1;0.0;0.0;0.9938691;0.9938691;0.06476219;0.0;0.0
2019-03-15-17:18:42; 27.1;0.0;0.0;0.8988094;0.8988094;0.05213629;0.0;0.0
2019-03-15-17:19:02; 27.1;0.0;0.0;0.840259;0.840259;0.08392411;0.0;0.0
2019-03-15-17:19:22; 27.1;0.0;0.0;1.022374;1.022374;0.06596581;0.0;0.0
2019-03-15-17:19:42; 27.1;0.0;0.0;0.6959785;0.6959785;0.03574966;0.0;0.0
2019-03-15-17:20:03; 27.1;0.0;0.0;0.9378343;0.9378343;0.0559116;0.0;0.0
2019-03-15-17:20:23; 27.0;0.0;0.0;0.8204122;0.8204122;0.06314803;0.0;0.0
