 Time;Temp;RPM;COUNTER;BearingDE;BearingNDE;Unbal;Misal;Losenes 
2019-03-26-12:52:49; 27.7;0.0;0.0;0.7569331;0.7569331;0.04185983;0.0;0.0
2019-03-26-12:53:09; 27.7;0.0;0.0;1.111108;1.111108;0.03621541;0.0;0.0
2019-03-26-12:53:29; 27.7;0.0;0.0;0.8239205;0.8239205;0.02789554;0.0;0.0
2019-03-26-12:53:50; 27.7;0.0;0.0;0.8589211;0.8589211;0.02267958;0.0;0.0
2019-03-26-12:54:10; 27.7;0.0;0.0;0.8329946;0.8329946;0.03413081;0.0;0.0
2019-03-26-12:54:30; 27.7;0.0;0.0;0.9566955;0.9566955;0.04484561;0.0;0.0
2019-03-26-12:54:50; 27.7;0.0;0.0;0.8142331;0.8142331;0.07751664;0.0;0.0
2019-03-26-12:55:10; 27.7;0.0;0.0;0.7745173;0.7745173;0.07157506;0.0;0.0
2019-03-26-12:55:31; 27.7;0.0;0.0;0.9274868;0.9274868;0.06397145;0.0;0.0
2019-03-26-12:55:51; 27.7;0.0;0.0;0.840865;0.840865;0.05485145;0.0;0.0
2019-03-26-12:56:11; 27.7;0.0;0.0;1.041253;1.041253;0.03083184;0.0;0.0
2019-03-26-12:56:31; 27.7;0.0;0.0;0.9269066;0.9269066;0.07494036;0.0;0.0
2019-03-26-12:56:52; 27.7;0.0;0.0;0.8430179;0.8430179;0.06240924;0.0;0.0
2019-03-26-12:57:12; 27.7;0.0;0.0;0.8278376;0.8278376;0.07180119;0.0;0.0
2019-03-26-12:57:32; 27.7;0.0;0.0;0.8157398;0.8157398;0.0514626;0.0;0.0
2019-03-26-12:57:52; 27.7;0.0;0.0;0.797937;0.797937;0.0363581;0.0;0.0
2019-03-26-12:58:12; 27.7;0.0;0.0;0.9731556;0.9731556;0.03144171;0.0;0.0
2019-03-26-12:58:33; 27.6;0.0;0.0;0.8248851;0.8248851;0.05117383;0.0;0.0
2019-03-26-12:58:53; 27.6;0.0;0.0;0.8158123;0.8158123;0.06462004;0.0;0.0
2019-03-26-12:59:13; 27.6;0.0;0.0;0.9344789;0.9344789;0.03369109;0.0;0.0
2019-03-26-12:59:33; 27.6;0.0;0.0;0.9394807;0.9394807;0.05274258;0.0;0.0
2019-03-26-12:59:54; 27.6;0.0;0.0;0.7866455;0.7866455;0.03825822;0.0;0.0
2019-03-26-13:00:14; 27.6;0.0;0.0;0.7925176;0.7925176;0.06168387;0.0;0.0
2019-03-26-13:00:34; 27.6;0.0;0.0;0.8003858;0.8003858;0.04552347;0.0;0.0
2019-03-26-13:00:54; 27.6;0.0;0.0;0.7462525;0.7462525;0.06053064;0.0;0.0
2019-03-26-13:01:15; 27.6;0.0;0.0;1.080853;1.080853;0.06168506;0.0;0.0
2019-03-26-13:01:35; 27.6;0.0;0.0;1.047606;1.047606;0.05384068;0.0;0.0
2019-03-26-13:01:55; 27.6;0.0;0.0;0.7968412;0.7968412;0.03295193;0.0;0.0
2019-03-26-13:02:15; 27.6;0.0;0.0;0.8861524;0.8861524;0.05982113;0.0;0.0
2019-03-26-13:02:35; 27.6;0.0;0.0;1.265358;1.265358;0.07030882;0.0;0.0
2019-03-26-13:02:56; 27.6;0.0;0.0;0.9725187;0.9725187;0.08244206;0.0;0.0
2019-03-26-13:03:16; 27.6;0.0;0.0;0.8559947;0.8559947;0.05299374;0.0;0.0
2019-03-26-13:03:36; 27.6;0.0;0.0;0.7483317;0.7483317;0.04409785;0.0;0.0
2019-03-26-13:03:56; 27.6;0.0;0.0;0.9050506;0.9050506;0.04802478;0.0;0.0
2019-03-26-13:04:17; 27.6;0.0;0.0;0.7502319;0.7502319;0.05553764;0.0;0.0
2019-03-26-13:04:37; 27.6;0.0;0.0;0.9125735;0.9125735;0.04034671;0.0;0.0
2019-03-26-13:04:57; 27.6;0.0;0.0;0.9555402;0.9555402;0.0917648;0.0;0.0
2019-03-26-13:05:17; 27.6;0.0;0.0;0.8650569;0.8650569;0.02389228;0.0;0.0
2019-03-26-13:05:37; 27.6;0.0;0.0;0.837141;0.837141;0.05266689;0.0;0.0
2019-03-26-13:05:58; 27.6;0.0;0.0;0.9253226;0.9253226;0.0646196;0.0;0.0
2019-03-26-13:06:18; 27.6;0.0;0.0;1.078975;1.078975;0.04790949;0.0;0.0
2019-03-26-13:06:38; 27.6;0.0;0.0;0.978928;0.978928;0.06337059;0.0;0.0
2019-03-26-13:06:58; 27.6;0.0;0.0;0.8864384;0.8864384;0.03378706;0.0;0.0
2019-03-26-13:07:19; 27.6;0.0;0.0;0.8323941;0.8323941;0.05974892;0.0;0.0
2019-03-26-13:07:39; 27.6;0.0;0.0;0.8642065;0.8642065;0.06678697;0.0;0.0
2019-03-26-13:07:59; 27.6;0.0;0.0;0.8885527;0.8885527;0.03212101;0.0;0.0
2019-03-26-13:08:19; 27.6;0.0;0.0;1.10989;1.10989;0.05888929;0.0;0.0
2019-03-26-13:08:39; 27.6;0.0;0.0;1.032582;1.032582;0.05621732;0.0;0.0
2019-03-26-13:09:00; 27.6;0.0;0.0;0.8882354;0.8882354;0.05597795;0.0;0.0
2019-03-26-13:09:20; 27.6;0.0;0.0;0.96845;0.96845;0.03077391;0.0;0.0
2019-03-26-13:09:40; 27.6;0.0;0.0;0.9047293;0.9047293;0.02370285;0.0;0.0
2019-03-26-13:10:00; 27.6;0.0;0.0;0.7848838;0.7848838;0.03977185;0.0;0.0
2019-03-26-13:10:21; 27.6;0.0;0.0;0.9243935;0.9243935;0.05890193;0.0;0.0
2019-03-26-13:10:41; 27.6;0.0;0.0;0.7716567;0.7716567;0.05470169;0.0;0.0
2019-03-26-13:11:01; 27.6;0.0;0.0;0.9577838;0.9577838;0.08819958;0.0;0.0
2019-03-26-13:11:21; 27.6;0.0;0.0;1.033613;1.033613;0.04752441;0.0;0.0
2019-03-26-13:11:41; 27.6;0.0;0.0;0.6753777;0.6753777;0.04152385;0.0;0.0
2019-03-26-13:12:02; 27.6;0.0;0.0;0.8738329;0.8738329;0.09703057;0.0;0.0
2019-03-26-13:12:22; 27.6;0.0;0.0;0.9292426;0.9292426;0.06343246;0.0;0.0
2019-03-26-13:12:42; 27.6;0.0;0.0;0.7067884;0.7067884;0.03100352;0.0;0.0
2019-03-26-13:13:02; 27.6;0.0;0.0;0.9219532;0.9219532;0.06031379;0.0;0.0
2019-03-26-13:13:23; 27.6;0.0;0.0;0.7629296;0.7629296;0.03595614;0.0;0.0
2019-03-26-13:13:43; 27.6;0.0;0.0;0.9080321;0.9080321;0.05554759;0.0;0.0
2019-03-26-13:14:03; 27.6;0.0;0.0;0.8209366;0.8209366;0.03021857;0.0;0.0
2019-03-26-13:14:23; 27.6;0.0;0.0;1.1215;1.1215;0.08172719;0.0;0.0
2019-03-26-13:14:43; 27.6;0.0;0.0;0.8841093;0.8841093;0.03290299;0.0;0.0
2019-03-26-13:15:04; 27.6;0.0;0.0;1.134613;1.134613;0.04452561;0.0;0.0
2019-03-26-13:15:24; 27.6;0.0;0.0;0.7853129;0.7853129;0.05689572;0.0;0.0
2019-03-26-13:15:44; 27.6;0.0;0.0;0.8477321;0.8477321;0.08320175;0.0;0.0
2019-03-26-13:16:04; 27.6;0.0;0.0;0.9032698;0.9032698;0.05532651;0.0;0.0
2019-03-26-13:16:25; 27.6;0.0;0.0;0.964442;0.964442;0.0285117;0.0;0.0
2019-03-26-13:16:45; 27.6;0.0;0.0;0.6718874;0.6718874;0.0384745;0.0;0.0
2019-03-26-13:17:05; 27.6;0.0;0.0;0.8909201;0.8909201;0.0672099;0.0;0.0
2019-03-26-13:17:25; 27.6;0.0;0.0;0.9729537;0.9729537;0.0531693;0.0;0.0
2019-03-26-13:17:45; 27.6;0.0;0.0;0.9925492;0.9925492;0.07431358;0.0;0.0
2019-03-26-13:18:06; 27.6;0.0;0.0;0.9789445;0.9789445;0.07324649;0.0;0.0
2019-03-26-13:18:26; 27.6;0.0;0.0;1.082503;1.082503;0.07526432;0.0;0.0
2019-03-26-13:18:46; 27.6;0.0;0.0;0.9270521;0.9270521;0.03110471;0.0;0.0
2019-03-26-13:19:06; 27.6;0.0;0.0;0.8588523;0.8588523;0.02623727;0.0;0.0
2019-03-26-13:19:27; 27.6;0.0;0.0;0.8257139;0.8257139;0.04986461;0.0;0.0
2019-03-26-13:19:47; 27.6;0.0;0.0;0.9486771;0.9486771;0.0603865;0.0;0.0
2019-03-26-13:20:07; 27.6;0.0;0.0;0.6694768;0.6694768;0.06423131;0.0;0.0
2019-03-26-13:20:27; 27.6;0.0;0.0;1.025936;1.025936;0.03298524;0.0;0.0
2019-03-26-13:20:47; 27.5;0.0;0.0;0.6997092;0.6997092;0.05276288;0.0;0.0
2019-03-26-13:21:08; 27.5;0.0;0.0;0.9423291;0.9423291;0.04533144;0.0;0.0
2019-03-26-13:21:28; 27.5;0.0;0.0;0.8201885;0.8201885;0.07143652;0.0;0.0
2019-03-26-13:21:48; 27.5;0.0;0.0;0.8045587;0.8045587;0.03809179;0.0;0.0
2019-03-26-13:22:08; 27.5;0.0;0.0;0.7932261;0.7932261;0.07723717;0.0;0.0
2019-03-26-13:22:29; 27.5;0.0;0.0;0.8669669;0.8669669;0.05191423;0.0;0.0
2019-03-26-13:22:49; 27.5;0.0;0.0;1.130481;1.130481;0.02946349;0.0;0.0
2019-03-26-13:23:09; 27.5;0.0;0.0;0.749542;0.749542;0.07850227;0.0;0.0
2019-03-26-13:23:29; 27.5;0.0;0.0;0.9519458;0.9519458;0.02553975;0.0;0.0
2019-03-26-13:23:49; 27.5;0.0;0.0;0.9130994;0.9130994;0.04765765;0.0;0.0
2019-03-26-13:24:10; 27.5;0.0;0.0;0.8575897;0.8575897;0.04146452;0.0;0.0
2019-03-26-13:24:30; 27.5;0.0;0.0;0.8059906;0.8059906;0.07784362;0.0;0.0
2019-03-26-13:24:50; 27.5;0.0;0.0;0.8689929;0.8689929;0.03626847;0.0;0.0
2019-03-26-13:25:10; 27.5;0.0;0.0;0.8739105;0.8739105;0.0622368;0.0;0.0
2019-03-26-13:25:31; 27.5;0.0;0.0;0.620638;0.620638;0.04512507;0.0;0.0
2019-03-26-13:25:51; 27.5;0.0;0.0;0.987025;0.987025;0.07897545;0.0;0.0
2019-03-26-13:26:11; 27.5;0.0;0.0;0.781841;0.781841;0.07130217;0.0;0.0
2019-03-26-13:26:31; 27.5;0.0;0.0;0.8702502;0.8702502;0.04887972;0.0;0.0
2019-03-26-13:26:51; 27.5;0.0;0.0;1.035993;1.035993;0.0470591;0.0;0.0
2019-03-26-13:27:12; 27.5;0.0;0.0;0.7616181;0.7616181;0.03823218;0.0;0.0
2019-03-26-13:27:32; 27.5;0.0;0.0;0.7764871;0.7764871;0.07134909;0.0;0.0
2019-03-26-13:27:52; 27.5;0.0;0.0;0.8036388;0.8036388;0.0684985;0.0;0.0
2019-03-26-13:28:12; 27.5;0.0;0.0;0.9179626;0.9179626;0.05984097;0.0;0.0
2019-03-26-13:28:32; 27.5;0.0;0.0;0.7284341;0.7284341;0.0399267;0.0;0.0
2019-03-26-13:28:53; 27.5;0.0;0.0;0.9808524;0.9808524;0.05364738;0.0;0.0
2019-03-26-13:29:13; 27.5;0.0;0.0;1.077597;1.077597;0.05527478;0.0;0.0
2019-03-26-13:29:33; 27.5;0.0;0.0;1.02884;1.02884;0.04334002;0.0;0.0
2019-03-26-13:29:53; 27.5;0.0;0.0;0.8204989;0.8204989;0.0475397;0.0;0.0
2019-03-26-13:30:14; 27.5;0.0;0.0;1.009564;1.009564;0.04377354;0.0;0.0
2019-03-26-13:30:34; 27.5;0.0;0.0;1.002983;1.002983;0.04552993;0.0;0.0
2019-03-26-13:30:54; 27.5;0.0;0.0;0.8446531;0.8446531;0.02373368;0.0;0.0
2019-03-26-13:31:14; 27.5;0.0;0.0;0.8389549;0.8389549;0.05888799;0.0;0.0
2019-03-26-13:31:34; 27.5;0.0;0.0;0.8223495;0.8223495;0.04063843;0.0;0.0
2019-03-26-13:31:55; 27.5;0.0;0.0;0.939037;0.939037;0.07432733;0.0;0.0
2019-03-26-13:32:15; 27.5;0.0;0.0;0.8486271;0.8486271;0.08916813;0.0;0.0
2019-03-26-13:32:35; 27.5;0.0;0.0;0.8610272;0.8610272;0.03667638;0.0;0.0
2019-03-26-13:32:55; 27.5;0.0;0.0;1.063283;1.063283;0.04010786;0.0;0.0
2019-03-26-13:33:16; 27.5;0.0;0.0;0.9579371;0.9579371;0.09164087;0.0;0.0
2019-03-26-13:33:36; 27.5;0.0;0.0;0.9609082;0.9609082;0.06182818;0.0;0.0
2019-03-26-13:33:56; 27.5;0.0;0.0;0.7409194;0.7409194;0.03384333;0.0;0.0
2019-03-26-13:34:16; 27.5;0.0;0.0;0.9473288;0.9473288;0.0282938;0.0;0.0
2019-03-26-13:34:36; 27.5;0.0;0.0;0.770815;0.770815;0.03770903;0.0;0.0
2019-03-26-13:34:57; 27.5;0.0;0.0;0.8544151;0.8544151;0.03953561;0.0;0.0
2019-03-26-13:35:17; 27.5;0.0;0.0;0.9282718;0.9282718;0.02491983;0.0;0.0
2019-03-26-13:35:37; 27.5;0.0;0.0;0.9155301;0.9155301;0.05131248;0.0;0.0
2019-03-26-13:35:57; 27.5;0.0;0.0;0.827783;0.827783;0.03584982;0.0;0.0
2019-03-26-13:36:17; 27.5;0.0;0.0;0.9913377;0.9913377;0.03143698;0.0;0.0
2019-03-26-13:36:38; 27.4;0.0;0.0;0.667426;0.667426;0.04955987;0.0;0.0
2019-03-26-13:36:58; 27.4;0.0;0.0;0.6529357;0.6529357;0.04012114;0.0;0.0
2019-03-26-13:37:18; 27.4;0.0;0.0;0.8730609;0.8730609;0.05884803;0.0;0.0
2019-03-26-13:37:38; 27.4;0.0;0.0;0.8203811;0.8203811;0.08680662;0.0;0.0
2019-03-26-13:37:59; 27.4;0.0;0.0;0.9667023;0.9667023;0.03810974;0.0;0.0
2019-03-26-13:38:19; 27.4;0.0;0.0;0.7826522;0.7826522;0.03444027;0.0;0.0
2019-03-26-13:38:39; 27.4;0.0;0.0;1.088731;1.088731;0.04082139;0.0;0.0
2019-03-26-13:38:59; 27.4;0.0;0.0;0.8637574;0.8637574;0.06677912;0.0;0.0
2019-03-26-13:39:19; 27.4;0.0;0.0;0.9658584;0.9658584;0.06058257;0.0;0.0
2019-03-26-13:39:40; 27.4;0.0;0.0;0.8456528;0.8456528;0.08357951;0.0;0.0
2019-03-26-13:40:00; 27.4;0.0;0.0;0.9352033;0.9352033;0.04291354;0.0;0.0
2019-03-26-13:40:20; 27.4;0.0;0.0;0.9946408;0.9946408;0.05996997;0.0;0.0
2019-03-26-13:40:40; 27.4;0.0;0.0;1.179324;1.179324;0.0501493;0.0;0.0
2019-03-26-13:41:01; 27.4;0.0;0.0;0.8759012;0.8759012;0.04860818;0.0;0.0
2019-03-26-13:41:21; 27.4;0.0;0.0;0.9590825;0.9590825;0.0445785;0.0;0.0
2019-03-26-13:41:41; 27.4;0.0;0.0;1.000483;1.000483;0.03559512;0.0;0.0
2019-03-26-13:42:01; 27.4;0.0;0.0;1.145302;1.145302;0.0568292;0.0;0.0
2019-03-26-13:42:21; 27.4;0.0;0.0;0.9486322;0.9486322;0.03209285;0.0;0.0
2019-03-26-13:42:42; 27.4;0.0;0.0;1.030297;1.030297;0.05515655;0.0;0.0
2019-03-26-13:43:02; 27.4;0.0;0.0;0.8313658;0.8313658;0.0663399;0.0;0.0
2019-03-26-13:43:22; 27.4;0.0;0.0;0.8310447;0.8310447;0.09127761;0.0;0.0
2019-03-26-13:43:42; 27.4;0.0;0.0;0.7370987;0.7370987;0.03793859;0.0;0.0
2019-03-26-13:44:02; 27.4;0.0;0.0;0.8340067;0.8340067;0.04700867;0.0;0.0
2019-03-26-13:44:23; 27.4;0.0;0.0;0.6982104;0.6982104;0.02827444;0.0;0.0
2019-03-26-13:44:43; 27.4;0.0;0.0;0.9915832;0.9915832;0.04340149;0.0;0.0
2019-03-26-13:45:03; 27.4;0.0;0.0;0.9843222;0.9843222;0.03458348;0.0;0.0
2019-03-26-13:45:23; 27.4;0.0;0.0;0.8938224;0.8938224;0.04543955;0.0;0.0
2019-03-26-13:45:44; 27.4;0.0;0.0;1.103234;1.103234;0.06517533;0.0;0.0
2019-03-26-13:46:04; 27.4;0.0;0.0;1.034764;1.034764;0.05798672;0.0;0.0
2019-03-26-13:46:24; 27.4;0.0;0.0;0.8615285;0.8615285;0.04691984;0.0;0.0
2019-03-26-13:46:44; 27.4;0.0;0.0;0.8383899;0.8383899;0.060357;0.0;0.0
2019-03-26-13:47:04; 27.4;0.0;0.0;0.7493128;0.7493128;0.0514958;0.0;0.0
2019-03-26-13:47:25; 27.4;0.0;0.0;0.8829811;0.8829811;0.02524374;0.0;0.0
2019-03-26-13:47:45; 27.4;0.0;0.0;0.99806;0.99806;0.04881174;0.0;0.0
2019-03-26-13:48:05; 27.4;0.0;0.0;1.182911;1.182911;0.0589107;0.0;0.0
2019-03-26-13:48:25; 27.4;0.0;0.0;0.9896712;0.9896712;0.03886083;0.0;0.0
2019-03-26-13:48:46; 27.4;0.0;0.0;0.8262397;0.8262397;0.04312656;0.0;0.0
2019-03-26-13:49:06; 27.4;0.0;0.0;1.115286;1.115286;0.05071901;0.0;0.0
2019-03-26-13:49:26; 27.4;0.0;0.0;0.7299281;0.7299281;0.04541113;0.0;0.0
2019-03-26-13:49:46; 27.4;0.0;0.0;0.7856315;0.7856315;0.03902462;0.0;0.0
2019-03-26-13:50:06; 27.4;0.0;0.0;0.8564036;0.8564036;0.0714887;0.0;0.0
2019-03-26-13:50:27; 27.4;0.0;0.0;0.8977036;0.8977036;0.05139905;0.0;0.0
2019-03-26-13:50:47; 27.4;0.0;0.0;0.8400465;0.8400465;0.03465699;0.0;0.0
2019-03-26-13:51:07; 27.4;0.0;0.0;0.9406936;0.9406936;0.06358305;0.0;0.0
2019-03-26-13:51:27; 27.4;0.0;0.0;0.7081136;0.7081136;0.057779;0.0;0.0
2019-03-26-13:51:48; 27.4;0.0;0.0;0.775741;0.775741;0.07751105;0.0;0.0
2019-03-26-13:52:08; 27.4;0.0;0.0;0.883058;0.883058;0.0430265;0.0;0.0
2019-03-26-13:52:28; 27.3;0.0;0.0;0.7397145;0.7397145;0.05490406;0.0;0.0
2019-03-26-13:52:48; 27.3;0.0;0.0;0.9658243;0.9658243;0.04319511;0.0;0.0
2019-03-26-13:53:08; 27.3;0.0;0.0;1.032547;1.032547;0.08544789;0.0;0.0
2019-03-26-13:53:29; 27.3;0.0;0.0;0.8081869;0.8081869;0.0620006;0.0;0.0
2019-03-26-13:53:49; 27.3;0.0;0.0;1.047255;1.047255;0.02179762;0.0;0.0
2019-03-26-13:54:09; 27.3;0.0;0.0;0.6756473;0.6756473;0.04199072;0.0;0.0
2019-03-26-13:54:29; 27.3;0.0;0.0;0.9265625;0.9265625;0.04384271;0.0;0.0
2019-03-26-13:54:49; 27.3;0.0;0.0;0.7930293;0.7930293;0.0358614;0.0;0.0
2019-03-26-13:55:10; 27.3;0.0;0.0;0.9305628;0.9305628;0.03834853;0.0;0.0
2019-03-26-13:55:30; 27.3;0.0;0.0;0.9022517;0.9022517;0.03566232;0.0;0.0
2019-03-26-13:55:50; 27.3;0.0;0.0;0.9384362;0.9384362;0.04769568;0.0;0.0
2019-03-26-13:56:10; 27.3;0.0;0.0;1.090378;1.090378;0.03696728;0.0;0.0
2019-03-26-13:56:31; 27.3;0.0;0.0;0.9380613;0.9380613;0.05782349;0.0;0.0
2019-03-26-13:56:51; 27.3;0.0;0.0;0.970475;0.970475;0.03518955;0.0;0.0
2019-03-26-13:57:11; 27.3;0.0;0.0;0.8843001;0.8843001;0.06254759;0.0;0.0
2019-03-26-13:57:31; 27.3;0.0;0.0;0.9918823;0.9918823;0.04763988;0.0;0.0
2019-03-26-13:57:51; 27.3;0.0;0.0;0.9666056;0.9666056;0.07584621;0.0;0.0
2019-03-26-13:58:12; 27.3;0.0;0.0;0.6409567;0.6409567;0.06672407;0.0;0.0
2019-03-26-13:58:32; 27.3;0.0;0.0;0.9114766;0.9114766;0.05156546;0.0;0.0
2019-03-26-13:58:52; 27.3;0.0;0.0;0.7505614;0.7505614;0.03050736;0.0;0.0
2019-03-26-13:59:12; 27.3;0.0;0.0;0.7350733;0.7350733;0.04158045;0.0;0.0
2019-03-26-13:59:32; 27.3;0.0;0.0;1.029369;1.029369;0.06052522;0.0;0.0
2019-03-26-13:59:53; 27.3;0.0;0.0;0.7371593;0.7371593;0.02823372;0.0;0.0
2019-03-26-14:00:13; 27.3;0.0;0.0;0.9465032;0.9465032;0.07010421;0.0;0.0
2019-03-26-14:00:33; 27.3;0.0;0.0;1.013631;1.013631;0.03571968;0.0;0.0
2019-03-26-14:00:53; 27.3;0.0;0.0;0.7415886;0.7415886;0.05047569;0.0;0.0
2019-03-26-14:01:14; 27.3;0.0;0.0;1.016122;1.016122;0.0853629;0.0;0.0
2019-03-26-14:01:34; 27.3;0.0;0.0;0.8802483;0.8802483;0.05902858;0.0;0.0
2019-03-26-14:01:54; 27.3;0.0;0.0;0.7275992;0.7275992;0.03456159;0.0;0.0
2019-03-26-14:02:14; 27.3;0.0;0.0;0.9583291;0.9583291;0.07253493;0.0;0.0
2019-03-26-14:02:34; 27.3;0.0;0.0;0.8304145;0.8304145;0.03526507;0.0;0.0
2019-03-26-14:02:55; 27.3;0.0;0.0;0.7773962;0.7773962;0.04102985;0.0;0.0
2019-03-26-14:03:15; 27.3;0.0;0.0;0.8266093;0.8266093;0.04761544;0.0;0.0
2019-03-26-14:03:35; 27.3;0.0;0.0;0.8318188;0.8318188;0.04778663;0.0;0.0
2019-03-26-14:03:55; 27.3;0.0;0.0;1.042368;1.042368;0.0578279;0.0;0.0
2019-03-26-14:04:15; 27.3;0.0;0.0;0.823064;0.823064;0.06064821;0.0;0.0
2019-03-26-14:04:36; 27.3;0.0;0.0;0.7316147;0.7316147;0.04253515;0.0;0.0
2019-03-26-14:04:56; 27.3;0.0;0.0;0.8578057;0.8578057;0.02896962;0.0;0.0
2019-03-26-14:05:16; 27.3;0.0;0.0;1.086025;1.086025;0.09144133;0.0;0.0
2019-03-26-14:05:36; 27.3;0.0;0.0;0.8797837;0.8797837;0.05639022;0.0;0.0
2019-03-26-14:05:56; 27.3;0.0;0.0;0.8157197;0.8157197;0.07520685;0.0;0.0
2019-03-26-14:06:17; 27.3;0.0;0.0;0.8335763;0.8335763;0.03734983;0.0;0.0
2019-03-26-14:06:37; 27.3;0.0;0.0;0.7375609;0.7375609;0.04430827;0.0;0.0
2019-03-26-14:06:57; 27.3;0.0;0.0;0.8725836;0.8725836;0.06003168;0.0;0.0
2019-03-26-14:07:17; 27.3;0.0;0.0;0.8425673;0.8425673;0.06002142;0.0;0.0
2019-03-26-14:07:38; 27.3;0.0;0.0;0.8803827;0.8803827;0.07989465;0.0;0.0
2019-03-26-14:07:58; 27.3;0.0;0.0;0.9791937;0.9791937;0.06100109;0.0;0.0
2019-03-26-14:08:18; 27.3;0.0;0.0;0.7071933;0.7071933;0.07876558;0.0;0.0
2019-03-26-14:08:38; 27.3;0.0;0.0;1.013107;1.013107;0.10864614;0.0;0.0
2019-03-26-14:08:58; 27.3;0.0;0.0;1.145384;1.145384;0.08214034;0.0;0.0
2019-03-26-14:09:19; 27.3;0.0;0.0;1.01863;1.01863;0.03060109;0.0;0.0
2019-03-26-14:09:39; 27.3;0.0;0.0;0.7688944;0.7688944;0.06589239;0.0;0.0
2019-03-26-14:09:59; 27.3;0.0;0.0;1.181324;1.181324;0.05153275;0.0;0.0
2019-03-26-14:10:19; 27.3;0.0;0.0;0.7524004;0.7524004;0.05473738;0.0;0.0
2019-03-26-14:10:40; 27.2;0.0;0.0;0.9414086;0.9414086;0.05023883;0.0;0.0
2019-03-26-14:11:00; 27.2;0.0;0.0;0.769157;0.769157;0.06138306;0.0;0.0
2019-03-26-14:11:20; 27.2;0.0;0.0;1.051614;1.051614;0.03788612;0.0;0.0
2019-03-26-14:11:40; 27.2;0.0;0.0;0.9960701;0.9960701;0.07969555;0.0;0.0
2019-03-26-14:12:00; 27.2;0.0;0.0;0.9293362;0.9293362;0.03107173;0.0;0.0
2019-03-26-14:12:21; 27.2;0.0;0.0;0.9442264;0.9442264;0.05606315;0.0;0.0
2019-03-26-14:12:41; 27.2;0.0;0.0;1.142048;1.142048;0.03014719;0.0;0.0
2019-03-26-14:13:01; 27.2;0.0;0.0;0.7983283;0.7983283;0.04473958;0.0;0.0
2019-03-26-14:13:21; 27.2;0.0;0.0;0.9915296;0.9915296;0.04338666;0.0;0.0
2019-03-26-14:13:42; 27.2;0.0;0.0;1.023672;1.023672;0.0666136;0.0;0.0
2019-03-26-14:14:02; 27.2;0.0;0.0;1.073855;1.073855;0.06212332;0.0;0.0
2019-03-26-14:14:22; 27.2;0.0;0.0;0.9196344;0.9196344;0.04033736;0.0;0.0
2019-03-26-14:14:42; 27.2;0.0;0.0;0.9798934;0.9798934;0.03618517;0.0;0.0
2019-03-26-14:15:02; 27.2;0.0;0.0;0.8839297;0.8839297;0.04232002;0.0;0.0
2019-03-26-14:15:23; 27.2;0.0;0.0;0.8876867;0.8876867;0.05014316;0.0;0.0
2019-03-26-14:15:43; 27.2;0.0;0.0;1.056484;1.056484;0.03806335;0.0;0.0
2019-03-26-14:16:03; 27.2;0.0;0.0;1.008524;1.008524;0.03347847;0.0;0.0
2019-03-26-14:16:23; 27.2;0.0;0.0;0.8133015;0.8133015;0.03808668;0.0;0.0
2019-03-26-14:16:43; 27.2;0.0;0.0;0.9831121;0.9831121;0.05711139;0.0;0.0
2019-03-26-14:17:04; 27.2;0.0;0.0;1.14577;1.14577;0.05028045;0.0;0.0
2019-03-26-14:17:24; 27.2;0.0;0.0;1.019122;1.019122;0.02827505;0.0;0.0
2019-03-26-14:17:44; 27.2;0.0;0.0;0.9414017;0.9414017;0.03608958;0.0;0.0
2019-03-26-14:18:04; 27.2;0.0;0.0;0.7866663;0.7866663;0.01916678;0.0;0.0
2019-03-26-14:18:25; 27.2;0.0;0.0;0.9459016;0.9459016;0.05229428;0.0;0.0
2019-03-26-14:18:45; 27.2;0.0;0.0;1.031946;1.031946;0.07274852;0.0;0.0
2019-03-26-14:19:05; 27.2;0.0;0.0;0.7969073;0.7969073;0.0446502;0.0;0.0
2019-03-26-14:19:25; 27.2;0.0;0.0;0.8513725;0.8513725;0.02876049;0.0;0.0
2019-03-26-14:19:45; 27.2;0.0;0.0;1.263586;1.263586;0.05403618;0.0;0.0
2019-03-26-14:20:06; 27.1;0.0;0.0;1.097769;1.097769;0.05715717;0.0;0.0
2019-03-26-14:20:26; 27.1;0.0;0.0;0.9426693;0.9426693;0.04691053;0.0;0.0
2019-03-26-14:20:46; 27.1;0.0;0.0;0.749965;0.749965;0.04314858;0.0;0.0
2019-03-26-14:21:06; 27.1;0.0;0.0;0.8155351;0.8155351;0.06012966;0.0;0.0
2019-03-26-14:21:27; 27.1;0.0;0.0;0.9465723;0.9465723;0.04798723;0.0;0.0
2019-03-26-14:21:47; 27.1;0.0;0.0;0.8935049;0.8935049;0.06253588;0.0;0.0
2019-03-26-14:22:07; 27.1;0.0;0.0;0.8696549;0.8696549;0.06429208;0.0;0.0
2019-03-26-14:22:27; 27.1;0.0;0.0;0.992874;0.992874;0.05747678;0.0;0.0
2019-03-26-14:22:48; 27.1;0.0;0.0;0.9532949;0.9532949;0.02130075;0.0;0.0
2019-03-26-14:23:08; 27.1;0.0;0.0;0.7527209;0.7527209;0.05073332;0.0;0.0
2019-03-26-14:23:28; 27.1;0.0;0.0;1.007039;1.007039;0.05316977;0.0;0.0
2019-03-26-14:23:48; 27.1;0.0;0.0;1.014728;1.014728;0.07714425;0.0;0.0
